iter	Logloss
232	0.5457735662
233	0.5456149572
234	0.5454859903
235	0.5454219426
236	0.5452912922
237	0.5452266602
238	0.5451103632
239	0.5450606243
240	0.5449070636
241	0.54485307
242	0.5447262988
243	0.5446651197
244	0.5445469926
245	0.544467697
246	0.5443773019
247	0.5443012102
248	0.5442518156
249	0.5442164758
250	0.544123758
251	0.544033586
252	0.543972854
253	0.5439296358
254	0.543773213
255	0.5436552717
256	0.5434696596
257	0.5433573192
258	0.5432768238
259	0.5432222832
260	0.5431267832
261	0.542945841
262	0.5428889655
263	0.5426935814
264	0.542622567
265	0.5425402362
266	0.5424306281
267	0.5423958301
268	0.5422953525
269	0.5421666256
270	0.5420827633
271	0.5418577103
272	0.5416961485
273	0.5415600601
274	0.5414796763
275	0.541362724
276	0.5413002801
277	0.5412403432
278	0.5412223599
279	0.5411725834
280	0.5410884674
281	0.5409007914
282	0.5408101236
283	0.5407348987
284	0.5406560449
285	0.5405867679
286	0.5404887714
287	0.5403599364
288	0.5402133696
289	0.5401003775
290	0.539994261
291	0.5398933618
292	0.5398116406
293	0.5397891046
294	0.5397228125
295	0.5395888662
296	0.5394545353
297	0.5393958362
298	0.5392999974
299	0.5392390346
300	0.5392101193
301	0.5391326122
302	0.5390546272
303	0.5389525375
304	0.5388322118
305	0.5387731246
306	0.5387268222
307	0.5386212653
308	0.538523413
309	0.5384205
310	0.5383075386
311	0.5382322281
312	0.5380665582
313	0.537954438
314	0.5379515573
315	0.5378256201
316	0.5377719557
317	0.5377141951
318	0.5377140789
319	0.5376133797
320	0.5375813379
321	0.5375195189
322	0.5374233601
323	0.5372918201
324	0.5371642957
325	0.5370605882
326	0.5370019212
327	0.5368559487
328	0.5366978023
329	0.5366345435
330	0.5365971043
331	0.5365100294
332	0.5364463288
333	0.5364057747
334	0.5362768768
335	0.5361232316
336	0.5360922229
337	0.5359957935
338	0.5359243559
339	0.5358817496
340	0.535794876
341	0.5356446828
342	0.5355171583
343	0.5354344643
344	0.5353592568
345	0.5353122684
346	0.5352296075
347	0.5351860547
348	0.5350800886
349	0.535030484
350	0.5349067919
351	0.5348336041
352	0.534745784
353	0.5346088587
354	0.5345104541
355	0.5343658785
356	0.5343147611
357	0.5342374273
358	0.5340996361
359	0.5340073663
360	0.5339016736
361	0.5338278035
362	0.5337121297
363	0.5336689734
364	0.5334540207
365	0.5334102022
366	0.5332473214
367	0.5331562766
368	0.5330599524
369	0.53299233
370	0.5328559444
371	0.5328034361
372	0.5327227048
373	0.532653125
374	0.5326090276
375	0.5324905085
376	0.5324410796
377	0.5323226194
378	0.532206541
379	0.5320583712
380	0.5319907232
381	0.5319400618
382	0.5318546927
383	0.5317612827
384	0.5317254199
385	0.5316792548
386	0.5316134709
387	0.5315579889
388	0.5314850413
389	0.5313444642
390	0.5311937188
391	0.5311334995
392	0.5309439989
393	0.5309209964
394	0.5308455949
395	0.5308209387
396	0.5306997292
397	0.5306574615
398	0.5305847075
399	0.5304801798
400	0.5304365502
401	0.5303524576
402	0.5301965356
403	0.5301347501
404	0.5300476544
405	0.529913434
406	0.5298663994
407	0.5297599202
408	0.5296426626
409	0.5295938533
410	0.5295518301
411	0.529463221
412	0.5293457521
413	0.5293057999
414	0.5292455758
415	0.5291632392
416	0.5289922502
417	0.5289433386
418	0.5288387056
419	0.5287844697
420	0.5286534093
421	0.5285754502
422	0.5284980725
423	0.5283845352
424	0.5282790475
425	0.5281556371
426	0.5279899753
427	0.5279077308
428	0.5278455035
429	0.5277535588
430	0.527727084
431	0.5276572348
432	0.5274933097
433	0.527358331
434	0.5273098761
435	0.5272265068
436	0.5271346522
437	0.5270294326
438	0.5269324681
439	0.526824055
440	0.5267097203
441	0.5265597995
442	0.5264052967
443	0.5263071841
444	0.5261900379
445	0.5261000341
446	0.5260245028
447	0.5258811678
448	0.5257546927
449	0.5256254008
450	0.5254968221
451	0.525427946
452	0.5253738235
453	0.5252912598
454	0.5251880757
455	0.5250621271
456	0.5249614782
457	0.5248730282
458	0.5247643927
459	0.5246260309
460	0.5244860364
461	0.5243655948
462	0.5242595569
463	0.5241651325
464	0.524072819
465	0.5240280086
466	0.523981655
467	0.5239404582
468	0.5238439918
469	0.5237492724
470	0.52368961
471	0.5236137157
472	0.5234679913
473	0.5233658905
474	0.5232454937
475	0.523100557
476	0.5230299337
477	0.5229122716
478	0.5227481783
479	0.5226546158
480	0.5226087261
481	0.522465351
482	0.5223607052
483	0.5222893644
484	0.5221898172
485	0.5221068409
486	0.521999293
487	0.5219283039
488	0.5218850424
489	0.5217275132
490	0.5216631062
491	0.5215786741
492	0.5215224311
493	0.5214219968
494	0.5212721141
495	0.5211990356
496	0.5210601891
497	0.5209333683
498	0.5207991308
499	0.5207218424
500	0.5205634416
501	0.5204344607
502	0.5203542333
503	0.5202876704
504	0.520158895
505	0.5200520903
506	0.5200165226
507	0.519896395
508	0.5198080382
509	0.5196853719
510	0.5196143153
511	0.5195018706
512	0.5194161055
513	0.519278637
514	0.519117347
515	0.5190213079
516	0.5188715599
517	0.5187525232
518	0.5186695668
519	0.518577531
520	0.5184726284
521	0.5183422518
522	0.5182558013
523	0.5181513779
524	0.5180418701
525	0.5178952772
526	0.5178082544
527	0.5176999987
528	0.5176753436
529	0.5175690565
530	0.5174952851
531	0.5174249474
532	0.5173013816
533	0.5171289889
534	0.5169296866
535	0.5168923865
536	0.5167628986
537	0.5166405337
538	0.5165710712
539	0.5164790617
540	0.516302798
541	0.5161702927
542	0.5160663045
543	0.5159325888
544	0.5158096219
545	0.5157388964
546	0.5156819282
547	0.5155384013
548	0.515434334
549	0.5153396339
550	0.5152114709
551	0.5151016124
552	0.5150400721
553	0.5148841082
554	0.5147741892
555	0.5146964412
556	0.5146176307
557	0.5144763979
558	0.5143845846
559	0.5142986923
560	0.5141300866
561	0.5140408756
562	0.5139566191
563	0.5138908877
564	0.5137413322
565	0.5136501549
566	0.5135775517
567	0.5135063073
568	0.5134279682
569	0.5133032943
570	0.5132343351
571	0.5131288792
572	0.513087105
573	0.5129923574
574	0.5128615949
575	0.5128083719
576	0.5127128203
577	0.5126452462
578	0.5125420284
579	0.5124480633
580	0.5122878897
581	0.5121571687
582	0.5120722571
583	0.5119347352
584	0.5118031241
585	0.5117391469
586	0.5116950419
587	0.5115999363
588	0.5115736124
589	0.5114624259
590	0.5114229861
591	0.5113457375
592	0.5113036995
593	0.5112402146
594	0.5111087142
595	0.5110503849
596	0.510904605
597	0.5108239033
598	0.5108016645
599	0.5106392542
600	0.5105128741
601	0.5104455191
602	0.5102922788
603	0.5102148601
604	0.5101312091
605	0.5099863077
606	0.5099195384
607	0.5098014032
608	0.5097339667
609	0.5096420212
610	0.5095098347
611	0.5094211309
612	0.5093089461
613	0.5092324677
614	0.5091473012
615	0.5090438498
616	0.508981624
617	0.508865097
618	0.5088188168
619	0.5087148804
620	0.5086261655
621	0.5085414366
622	0.5085149998
623	0.5084594936
624	0.5083955799
625	0.5083685338
626	0.5082764971
627	0.5082422939
628	0.5081690372
629	0.508063313
630	0.5079521854
631	0.5078962384
632	0.5078421335
633	0.5077306343
634	0.5077031068
635	0.5076214116
636	0.5075604052
637	0.5074405161
638	0.5073855431
639	0.5073342529
640	0.5072274696
641	0.5071722477
642	0.5070466616
643	0.5069601446
644	0.5068846671
645	0.5067707414
646	0.5067076385
647	0.5065995167
648	0.5065021707
649	0.5064210044
650	0.5063670899
651	0.506270965
652	0.5061393444
653	0.5060369582
654	0.5059358898
655	0.5058989678
656	0.5057745411
657	0.5056402686
658	0.5055453165
659	0.5054450105
660	0.5053601498
661	0.5052977659
662	0.5052921196
663	0.5051570428
664	0.5050832815
665	0.5050228351
666	0.5049632759
667	0.5048428699
668	0.5047615837
669	0.504672987
670	0.504599876
671	0.5045468189
672	0.5044515686
673	0.5043878363
674	0.5043074725
675	0.5041714871
676	0.5040984339
677	0.5040405276
678	0.5039671556
679	0.5039160198
680	0.5038561248
681	0.5037690407
682	0.5036894077
683	0.5036032451
684	0.503519595
685	0.5034499138
686	0.5033596046
687	0.5032968654
688	0.5032474076
689	0.5031870979
690	0.5031275969
691	0.5030850151
692	0.5030329799
693	0.5029857149
694	0.502926813
695	0.5028135379
696	0.5027033764
697	0.502605593
698	0.5024609797
699	0.5023637109
700	0.5023133965
701	0.5022173425
702	0.5021535335
703	0.5021197831
704	0.5019534646
705	0.5018737408
706	0.5018375888
707	0.5017642298
708	0.5016283955
709	0.5015903395
710	0.5015237977
711	0.5014932181
712	0.5013213459
713	0.5012174737
714	0.5011140303
715	0.5010321846
716	0.5009695424
717	0.5009253129
718	0.5008743146
719	0.5007999615
720	0.5007091308
721	0.5006571419
722	0.5005932955
723	0.5005224334
724	0.5004355949
725	0.5003618974
726	0.5003176814
727	0.5001813547
728	0.5000958813
729	0.5000187516
730	0.4999337149
731	0.4998504388
732	0.4997459377
733	0.4996738618
734	0.4996130119
735	0.4995422538
736	0.4995053471
737	0.4994361496
738	0.4993680338
739	0.4992837786
740	0.4992498723
741	0.499164243
742	0.4990998376
743	0.4990361041
744	0.4989201405
745	0.4988648878
746	0.4987198058
747	0.4985645265
748	0.4985127064
749	0.4984294865
750	0.4983347436
751	0.4982928071
752	0.4982648881
753	0.4981974827
754	0.4980977437
755	0.4980431984
756	0.4979739746
757	0.4978695904
758	0.4978366239
759	0.4977696236
760	0.4977354901
761	0.4976516474
762	0.4975298633
763	0.4974048785
764	0.4973135012
765	0.49720429
766	0.4971260692
767	0.4970708042
768	0.4969834021
769	0.4968933781
770	0.4967908122
771	0.4966424415
772	0.496592313
773	0.4965151418
774	0.4964406298
775	0.4962769994
776	0.4961954915
777	0.4960650039
778	0.495977226
779	0.4958478159
780	0.4957205452
781	0.4956554512
782	0.4955605318
783	0.4955008728
784	0.4954338783
785	0.495355179
786	0.4952651444
787	0.4951570989
788	0.4950446926
789	0.4949398225
790	0.4949033189
791	0.4948001847
792	0.494702637
793	0.4945933807
794	0.494443085
795	0.4943482894
796	0.4942745036
797	0.4942178166
798	0.4941239047
799	0.4940270882
800	0.4939507776
801	0.493880111
802	0.4937895626
803	0.4937135529
804	0.4936476302
805	0.493580726
806	0.4935272745
807	0.4934570973
808	0.4933817893
809	0.4933260603
810	0.4932797091
811	0.493185473
812	0.4930916239
813	0.4930201234
814	0.4929256255
815	0.4928936324
816	0.4928484748
817	0.4927523939
818	0.4926776843
819	0.4925670586
820	0.4924875005
821	0.4924383359
822	0.4923752798
823	0.4923114912
824	0.4922429153
825	0.4922121565
826	0.4921446941
827	0.4920719122
828	0.4920172044
829	0.4919708594
830	0.4919095978
831	0.4918291692
832	0.4918218953
833	0.491789945
834	0.4916993023
835	0.4915940808
836	0.4915111257
837	0.491411449
838	0.4913306649
839	0.4912666052
840	0.4912103488
841	0.4911072683
842	0.4910254702
843	0.4909731157
844	0.4908742287
845	0.4908391818
846	0.4907144599
847	0.4906366289
848	0.490598027
849	0.4905540139
850	0.4905124003
851	0.4904273745
852	0.4903488697
853	0.4902481785
854	0.4901673207
855	0.4900718714
856	0.4899811835
857	0.4898974027
858	0.4898065198
859	0.4897592564
860	0.4896933993
861	0.4896057472
862	0.4895839058
863	0.4894692114
864	0.4893886078
865	0.4893430532
866	0.4892581897
867	0.4891997363
868	0.4890911332
869	0.4890318358
870	0.4889790652
871	0.4889097734
872	0.4888172926
873	0.4887716177
874	0.4887511499
875	0.4887125855
876	0.4885887679
877	0.4884816047
878	0.4884366586
879	0.4883173542
880	0.4882696404
881	0.4881933753
882	0.4880785284
883	0.4880340345
884	0.4878829236
885	0.4877963295
886	0.4877403518
887	0.4876473295
888	0.4876028232
889	0.487516711
890	0.4874662985
891	0.4874416284
892	0.4873751427
893	0.4873175294
894	0.4872226716
895	0.4871381052
896	0.487039743
897	0.486975226
898	0.486963227
899	0.4869260047
900	0.4868454183
901	0.4867413895
902	0.4866348668
903	0.4865526255
904	0.4864674284
905	0.4863750835
906	0.4862793021
907	0.4862264314
908	0.4861554633
909	0.4860545794
910	0.4859511925
911	0.485841538
912	0.485777052
913	0.4857113041
914	0.4856603023
915	0.485594731
916	0.4855253143
917	0.4854494014
918	0.4853299047
919	0.4851702254
920	0.4851674501
921	0.4850992293
922	0.4850067339
923	0.4849895479
924	0.4849138606
925	0.4848767023
926	0.4848220395
927	0.484768357
928	0.4847107417
929	0.4846613905
930	0.4845668539
931	0.4845018135
932	0.484442338
933	0.4843439558
934	0.484252558
935	0.4841577329
936	0.484041811
937	0.4839736038
938	0.4839135447
939	0.4838270636
940	0.4837763403
941	0.4837005651
942	0.4835959989
943	0.4835346157
944	0.4834088456
945	0.4833603573
946	0.4832703621
947	0.4831890431
948	0.4830813775
949	0.4830501844
950	0.4829881563
951	0.4829199337
952	0.4828886849
953	0.4828347969
954	0.4827459764
955	0.4827030066
956	0.4826723282
957	0.4826263434
958	0.4825566986
959	0.4824965992
960	0.4824307645
961	0.4823589961
962	0.4823080558
963	0.4822176177
964	0.482141378
965	0.4820440327
966	0.4819107859
967	0.4818647681
968	0.4817711701
969	0.4817179113
970	0.4816153144
971	0.4815681604
972	0.4814951623
973	0.4814176296
974	0.4813695962
975	0.4813156424
976	0.481150001
977	0.4811098015
978	0.4810029403
979	0.4809077105
980	0.4808936072
981	0.4807916521
982	0.480688443
983	0.480619442
984	0.4805790421
985	0.4805360177
986	0.480429213
987	0.4803330636
988	0.4802858618
989	0.4802010844
990	0.4801464538
991	0.4800554016
992	0.4799715736
993	0.4799448428
994	0.4798667136
995	0.4797860661
996	0.4796960757
997	0.4796384262
998	0.4795778759
999	0.4795056086
